Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
51,tt0097099,2014-07-25,2014-07-25,,Common Threads: Stories from the Quilt,https://www.imdb.com/title/tt0097099/,movie,8.0,79,1989,"Documentary, Biography, History",576,1989-10-07,"Rob Epstein, Jeffrey Friedman"
52,tt0099028,2014-07-25,2014-07-25,,American Dream,https://www.imdb.com/title/tt0099028/,movie,7.9,98,1990,Documentary,689,1990-10-06,"Cathy Caplan, Barbara Kopple, Lawrence Silk, Thomas Haneke"
53,tt0102114,2014-07-25,2014-07-25,,In the Shadow of the Stars,https://www.imdb.com/title/tt0102114/,movie,6.4,93,1991,Documentary,131,1991-08-14,"Irving Saraf, Allie Light"
54,tt0105089,2014-07-25,2014-07-25,,The Panama Deception,https://www.imdb.com/title/tt0105089/,movie,7.6,91,1992,"Documentary, History, War",965,1992-07-31,Barbara Trent
55,tt0107177,2014-07-25,2014-07-25,,I Am a Promise: The Children of Stanton Elementary School,https://www.imdb.com/title/tt0107177/,movie,7.1,89,1993,Documentary,165,1993-10-11,Susan Raymond
56,tt0110480,2014-07-25,2014-07-25,,Maya Lin: A Strong Clear Vision,https://www.imdb.com/title/tt0110480/,movie,7.4,105,1994,"Documentary, Biography",402,1994-10-31,Freida Lee Mock
57,tt0112373,2014-07-25,2014-07-25,,Anne Frank Remembered,https://www.imdb.com/title/tt0112373/,movie,8.0,117,1995,"Documentary, Biography, War",927,1995-06-08,Jon Blair
58,tt0118147,2014-07-25,2014-07-25,,When We Were Kings,https://www.imdb.com/title/tt0118147/,movie,8.0,88,1996,"Documentary, Sport",14135,1996-01-31,Leon Gast
59,tt0119561,2014-07-25,2014-07-25,,The Long Way Home,https://www.imdb.com/title/tt0119561/,movie,7.5,120,1997,"Documentary, History, War",628,1997-09-19,Mark Jonathan Harris
60,tt0174852,2014-07-25,2014-07-25,,The Last Days,https://www.imdb.com/title/tt0174852/,movie,7.6,87,1998,"Documentary, War",1789,1998-10-23,James Moll
61,tt0230591,2014-07-25,2014-07-25,,One Day in September,https://www.imdb.com/title/tt0230591/,movie,7.8,94,1999,"Documentary, History, Sport",5458,1999-10-22,Kevin Macdonald
62,tt0248912,2014-07-25,2014-07-25,,Into the Arms of Strangers: Stories of the Kindertransport,https://www.imdb.com/title/tt0248912/,movie,7.7,122,2000,"Documentary, History, War",1513,2000-09-07,Mark Jonathan Harris
63,tt0307197,2014-07-25,2014-07-25,,Un coupable idéal,https://www.imdb.com/title/tt0307197/,movie,8.0,111,2001,"Documentary, Crime",4001,2001-09-14,Jean-Xavier de Lestrade
64,tt0310793,2014-07-25,2014-07-25,,Bowling for Columbine,https://www.imdb.com/title/tt0310793/,movie,7.9,120,2002,"Documentary, Crime, Drama",136140,2002-05-16,Michael Moore
65,tt0317910,2014-07-25,2014-07-25,,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,https://www.imdb.com/title/tt0317910/,movie,8.1,107,2003,"Documentary, Biography, History, War",22026,2003-05-21,Errol Morris
66,tt0388789,2014-07-25,2014-07-25,,Born Into Brothels: Calcutta's Red Light Kids,https://www.imdb.com/title/tt0388789/,movie,7.2,85,2004,"Documentary, Biography, News",15283,2004-01-17,"Zana Briski, Ross Kauffman"
67,tt0497116,2014-07-25,2014-07-25,,An Inconvenient Truth,https://www.imdb.com/title/tt0497116/,movie,7.4,96,2006,"Documentary, News",78292,2006-01-24,Davis Guggenheim
68,tt0854678,2014-07-25,2014-07-25,,Taxi to the Dark Side,https://www.imdb.com/title/tt0854678/,movie,7.5,106,2007,"Documentary, Crime, News, War",14102,2007-04-28,Alex Gibney
69,tt1645089,2014-07-25,2014-07-25,,Inside Job,https://www.imdb.com/title/tt1645089/,movie,8.2,109,2010,"Documentary, Crime",66327,2010-02-02,Charles Ferguson
70,tt1860355,2014-07-25,2014-07-25,,Undefeated,https://www.imdb.com/title/tt1860355/,movie,7.7,113,2011,"Documentary, Sport",6504,2011-03-13,"Daniel Lindsay, T.J. Martin"
