Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
37,tt0015881,2016-12-27,2016-12-27,,Greed,https://www.imdb.com/title/tt0015881/,movie,8.1,140,1924,"Drama, Thriller, Western",8454,1924-12-04,Erich von Stroheim
38,tt0044706,2016-12-27,2016-12-27,,High Noon,https://www.imdb.com/title/tt0044706/,movie,7.9,85,1952,"Drama, Thriller, Western",92221,1952-05-01,Fred Zinnemann
39,tt0032599,2016-12-27,2016-12-27,,His Girl Friday,https://www.imdb.com/title/tt0032599/,movie,7.9,92,1940,"Comedy, Drama, Romance",49675,1940-01-11,Howard Hawks
40,tt0006864,2016-12-27,2016-12-27,,Intolerance: Love's Struggle Throughout the Ages,https://www.imdb.com/title/tt0006864/,movie,7.8,163,1916,"Drama, History",13145,1916-09-05,D.W. Griffith
41,tt0025316,2016-12-27,2016-12-27,,It Happened One Night,https://www.imdb.com/title/tt0025316/,movie,8.1,105,1934,"Comedy, Romance",86922,1934-02-22,Frank Capra
42,tt0038650,2016-12-27,2016-12-27,,It's a Wonderful Life,https://www.imdb.com/title/tt0038650/,movie,8.6,130,1946,"Drama, Family, Fantasy",367783,1946-12-20,Frank Capra
43,tt0073195,2016-12-27,2016-12-27,,Jaws,https://www.imdb.com/title/tt0073195/,movie,8.0,124,1975,"Adventure, Drama, Thriller",519951,1975-06-20,Steven Spielberg
44,tt0024216,2016-12-27,2016-12-27,,King Kong,https://www.imdb.com/title/tt0024216/,movie,7.9,100,1933,"Adventure, Horror, Sci-Fi",75169,1933-03-02,"Ernest B. Schoedsack, Merian C. Cooper"
45,tt0033804,2016-12-27,2016-12-27,,The Lady Eve,https://www.imdb.com/title/tt0033804/,movie,7.8,94,1941,"Comedy, Romance",17740,1941-02-25,Preston Sturges
46,tt0056172,2016-12-27,2016-12-27,,Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,movie,8.3,228,1962,"Adventure, Biography, Drama, History, War",249515,1962-12-10,David Lean
47,tt0040536,2016-12-27,2016-12-27,,Letter from an Unknown Woman,https://www.imdb.com/title/tt0040536/,movie,8.0,87,1948,"Drama, Romance",10212,1948-04-28,Max Ophüls
48,tt0035015,2016-12-27,2016-12-27,,The Magnificent Ambersons,https://www.imdb.com/title/tt0035015/,movie,7.7,88,1942,"Drama, Romance",20735,1942-07-09,"Robert Wise, Orson Welles, Fred Fleck"
49,tt0033870,2016-12-27,2016-12-27,,The Maltese Falcon,https://www.imdb.com/title/tt0033870/,movie,8.0,100,1941,"Film-Noir, Mystery",142839,1941-10-03,John Huston
50,tt0037059,2016-12-27,2016-12-27,,Meet Me in St. Louis,https://www.imdb.com/title/tt0037059/,movie,7.6,113,1944,"Comedy, Drama, Family, Musical, Romance",18740,1944-11-22,Vincente Minnelli
51,tt0064665,2016-12-27,2016-12-27,,Midnight Cowboy,https://www.imdb.com/title/tt0064665/,movie,7.8,113,1969,"Drama, Western",93503,1969-05-25,John Schlesinger
52,tt0031679,2016-12-27,2016-12-27,,Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/,movie,8.1,129,1939,"Comedy, Drama",100385,1939-10-17,Frank Capra
53,tt0027977,2016-12-27,2016-12-27,,Modern Times,https://www.imdb.com/title/tt0027977/,movie,8.5,87,1936,"Comedy, Drama, Family, Romance",198621,1936-02-05,Charles Chaplin
54,tt0038762,2016-12-27,2016-12-27,,My Darling Clementine,https://www.imdb.com/title/tt0038762/,movie,7.8,97,1946,"Biography, Drama, Western",19927,1946-10-16,John Ford
55,tt0073440,2016-12-27,2016-12-27,,Nashville,https://www.imdb.com/title/tt0073440/,movie,7.7,160,1975,"Comedy, Drama, Music",21745,1975-06-11,Robert Altman
56,tt0026778,2016-12-27,2016-12-27,,A Night at the Opera,https://www.imdb.com/title/tt0026778/,movie,7.9,96,1935,"Comedy, Music, Musical",29089,1935-11-01,"Sam Wood, Edmund Goulding"
57,tt0048424,2016-12-27,2016-12-27,,The Night of the Hunter,https://www.imdb.com/title/tt0048424/,movie,8.0,92,1955,"Crime, Drama, Film-Noir, Thriller",76875,1955-07-26,Charles Laughton
58,tt0031725,2016-12-27,2016-12-27,,Ninotchka,https://www.imdb.com/title/tt0031725/,movie,7.9,110,1939,"Comedy, Romance",17645,1939-11-09,Ernst Lubitsch
59,tt0053125,2016-12-27,2016-12-27,,North by Northwest,https://www.imdb.com/title/tt0053125/,movie,8.3,136,1959,"Adventure, Mystery, Thriller",279297,1959-07-01,Alfred Hitchcock
60,tt0038787,2016-12-27,2016-12-27,,Notorious,https://www.imdb.com/title/tt0038787/,movie,7.9,102,1946,"Drama, Film-Noir, Romance, Thriller",86859,1946-08-15,Alfred Hitchcock
61,tt0047296,2016-12-27,2016-12-27,,On the Waterfront,https://www.imdb.com/title/tt0047296/,movie,8.1,108,1954,"Crime, Drama, Thriller",132008,1954-06-22,Elia Kazan
62,tt0073486,2016-12-27,2016-12-27,,One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,movie,8.7,133,1975,Drama,854656,1975-11-19,Milos Forman
63,tt0039689,2016-12-27,2016-12-27,,Out of the Past,https://www.imdb.com/title/tt0039689/,movie,8.0,97,1947,"Crime, Drama, Film-Noir, Romance, Thriller",29902,1947-11-25,Jacques Tourneur
64,tt0050825,2016-12-27,2016-12-27,,Paths of Glory,https://www.imdb.com/title/tt0050825/,movie,8.4,88,1957,"Drama, War",162258,1957-11-01,Stanley Kubrick
65,tt0032904,2016-12-27,2016-12-27,,The Philadelphia Story,https://www.imdb.com/title/tt0032904/,movie,7.9,112,1940,"Comedy, Romance",59677,1940-12-05,George Cukor
66,tt0054215,2016-12-27,2016-12-27,,Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",556569,1960-06-16,Alfred Hitchcock
67,tt0110912,2016-12-27,2016-12-27,,Pulp Fiction,https://www.imdb.com/title/tt0110912/,movie,8.9,154,1994,"Crime, Drama",1699288,1994-05-21,Quentin Tarantino
68,tt0045061,2016-12-27,2016-12-27,,The Quiet Man,https://www.imdb.com/title/tt0045061/,movie,7.8,129,1952,"Comedy, Drama, Romance",32476,1952-06-06,John Ford
69,tt0081398,2016-12-27,2016-12-27,,Raging Bull,https://www.imdb.com/title/tt0081398/,movie,8.2,129,1980,"Biography, Drama, Sport",297752,1980-11-13,Martin Scorsese
70,tt0047396,2016-12-27,2016-12-27,,Rear Window,https://www.imdb.com/title/tt0047396/,movie,8.4,112,1954,"Mystery, Thriller",411426,1954-08-04,Alfred Hitchcock
71,tt0032976,2016-12-27,2016-12-27,,Rebecca,https://www.imdb.com/title/tt0032976/,movie,8.1,130,1940,"Drama, Mystery, Romance, Thriller",113661,1940-03-21,Alfred Hitchcock
72,tt0048545,2016-12-27,2016-12-27,,Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,movie,7.7,111,1955,Drama,77892,1955-10-26,Nicholas Ray
73,tt0040724,2016-12-27,2016-12-27,,Red River,https://www.imdb.com/title/tt0040724/,movie,7.8,133,1948,"Action, Adventure, Romance, Western",26104,1948-08-26,"Arthur Rosson, Howard Hawks"
74,tt0046250,2016-12-27,2016-12-27,,Roman Holiday,https://www.imdb.com/title/tt0046250/,movie,8.0,118,1953,"Comedy, Romance",119831,1953-08-20,William Wyler
75,tt0108052,2016-12-27,2016-12-27,,Schindler's List,https://www.imdb.com/title/tt0108052/,movie,8.9,195,1993,"Biography, Drama, History",1122983,1993-11-30,Steven Spielberg
76,tt0049730,2016-12-27,2016-12-27,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,7.9,119,1956,"Adventure, Drama, Western",74855,1956-05-16,John Ford
77,tt0046303,2016-12-27,2016-12-27,,Shane,https://www.imdb.com/title/tt0046303/,movie,7.6,118,1953,"Drama, Western",34362,1953-04-23,George Stevens
78,tt0111161,2016-12-27,2016-12-27,,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/,movie,9.3,142,1994,Drama,2164571,1994-09-10,Frank Darabont
79,tt0045152,2016-12-27,2016-12-27,,Singin' in the Rain,https://www.imdb.com/title/tt0045152/,movie,8.3,103,1952,"Comedy, Musical, Romance",203122,1952-03-27,"Gene Kelly, Stanley Donen"
80,tt0029583,2016-12-27,2016-12-27,,Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/,movie,7.6,83,1937,"Animation, Family, Fantasy, Musical, Romance",169189,1937-12-21,"William Cottrell, Perce Pearce, David Hand, Ben Sharpsteen, Wilfred Jackson, Larry Morey"
81,tt0053291,2016-12-27,2016-12-27,,Some Like It Hot,https://www.imdb.com/title/tt0053291/,movie,8.2,121,1959,"Comedy, Music, Romance",227067,1959-03-19,Billy Wilder
82,tt0031971,2016-12-27,2016-12-27,,Stagecoach,https://www.imdb.com/title/tt0031971/,movie,7.9,96,1939,"Adventure, Drama, Western",39484,1939-02-10,John Ford
83,tt0047522,2016-12-27,2016-12-27,,A Star Is Born,https://www.imdb.com/title/tt0047522/,movie,7.6,154,1954,"Drama, Musical, Romance",14490,1954-09-29,George Cukor
84,tt0076759,2016-12-27,2016-12-27,,Star Wars,https://www.imdb.com/title/tt0076759/,movie,8.6,121,1977,"Action, Adventure, Fantasy, Sci-Fi",1150160,1977-05-25,George Lucas
85,tt0044081,2016-12-27,2016-12-27,,A Streetcar Named Desire,https://www.imdb.com/title/tt0044081/,movie,8.0,122,1951,Drama,93447,1951-09-09,Elia Kazan
86,tt0018455,2016-12-27,2016-12-27,,Sunrise: A Song of Two Humans,https://www.imdb.com/title/tt0018455/,movie,8.1,94,1927,"Drama, Romance",44384,1927-09-23,F.W. Murnau
87,tt0043014,2016-12-27,2016-12-27,,Sunset Blvd.,https://www.imdb.com/title/tt0043014/,movie,8.4,110,1950,"Drama, Film-Noir",185230,1950-08-10,Billy Wilder
88,tt0075314,2016-12-27,2016-12-27,,Taxi Driver,https://www.imdb.com/title/tt0075314/,movie,8.3,114,1976,"Crime, Drama",663631,1976-02-08,Martin Scorsese
89,tt0041959,2016-12-27,2016-12-27,,The Third Man,https://www.imdb.com/title/tt0041959/,movie,8.1,104,1949,"Film-Noir, Mystery, Thriller",148994,1949-05-31,Carol Reed
90,tt0056592,2016-12-27,2016-12-27,,To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,movie,8.3,129,1962,"Crime, Drama",278723,1962-12-20,Robert Mulligan
91,tt0027125,2016-12-27,2016-12-27,,Top Hat,https://www.imdb.com/title/tt0027125/,movie,7.8,101,1935,"Comedy, Musical, Romance",16109,1935-08-12,Mark Sandrich
92,tt0052311,2016-12-27,2016-12-27,,Touch of Evil,https://www.imdb.com/title/tt0052311/,movie,8.0,95,1958,"Crime, Drama, Film-Noir, Thriller",94077,1958-03-30,Orson Welles
93,tt0040897,2016-12-27,2016-12-27,,The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/,movie,8.2,126,1948,"Adventure, Drama, Western",106321,1948-01-14,John Huston
94,tt0023622,2016-12-27,2016-12-27,,Trouble in Paradise,https://www.imdb.com/title/tt0023622/,movie,8.0,83,1932,"Comedy, Crime, Romance",11997,1932-10-28,Ernst Lubitsch
95,tt0062622,2016-12-27,2016-12-27,,2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,movie,8.3,149,1968,"Adventure, Sci-Fi",559556,1968-04-02,Stanley Kubrick
96,tt0052357,2016-12-27,2016-12-27,,Vertigo,https://www.imdb.com/title/tt0052357/,movie,8.3,128,1958,"Mystery, Romance, Thriller",331742,1958-05-09,Alfred Hitchcock
97,tt0055614,2016-12-27,2016-12-27,,West Side Story,https://www.imdb.com/title/tt0055614/,movie,7.5,153,1961,"Crime, Drama, Musical, Romance",90065,1961-10-18,"Jerome Robbins, Robert Wise"
98,tt0061184,2016-12-27,2016-12-27,,Who's Afraid of Virginia Woolf?,https://www.imdb.com/title/tt0061184/,movie,8.0,131,1966,Drama,65516,1966-06-21,Mike Nichols
99,tt0065214,2016-12-27,2016-12-27,,The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,7.9,135,1969,"Action, Adventure, Western",73573,1969-05-01,Sam Peckinpah
100,tt0032138,2016-12-27,2016-12-27,,The Wizard of Oz,https://www.imdb.com/title/tt0032138/,movie,8.0,102,1939,"Adventure, Family, Fantasy, Musical",357801,1939-08-10,"Mervyn LeRoy, George Cukor, Norman Taurog, King Vidor, Victor Fleming, Richard Thorpe"
101,tt0032145,2016-12-27,2016-12-27,,Wuthering Heights,https://www.imdb.com/title/tt0032145/,movie,7.6,104,1939,"Drama, Romance",15247,1939-03-24,William Wyler
102,tt0035575,2016-12-27,2016-12-27,,Yankee Doodle Dandy,https://www.imdb.com/title/tt0035575/,movie,7.7,126,1942,"Biography, Drama, Musical",13155,1942-05-29,Michael Curtiz
